hin,gom,mar,eng,__index_level_0__,prompt,response
कुल राजस्व के अनुसार सबसे बड़े संयुक्त राज्य अमेरिकी निगमों की 2018 की फ़ॉरचून सूची में अमेरिकन एक्सप्रेस 86वें स्थान पर रहा।,वट्ट येणावळींभीतरल्या सगल्यांत व्हड युनायटेड स्टेटस् कॉर्पोरेशनाच्या फॉर्च्यून 500 वळेरेंत 2018 वर्सा अमेरिकन एक्सप्रेसाचो 86 वो क्रमांक लागलो.,२०१८ सालच्या फॉर्च्युन ५००च्या सूचीमधील एकूण महसुलानुसार मोठ्या ठरलेल्या अमेरिकी महामंडळांमध्ये अमेरिकन एक्स्प्रेसला ८६वे स्थान मिळाले.,American Express ranked 86th in the 2018 Fortune 500 list of the largest United States corporations by total revenue.,563,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.कुल राजस्व के अनुसार सबसे बड़े संयुक्त राज्य अमेरिकी निगमों की 2018 की फ़ॉरचून सूची में अमेरिकन एक्सप्रेस 86वें स्थान पर रहा।
Source: २०१८ सालच्या फॉर्च्युन ५००च्या सूचीमधील एकूण महसुलानुसार मोठ्या ठरलेल्या अमेरिकी महामंडळांमध्ये अमेरिकन एक्स्प्रेसला ८६वे स्थान मिळाले.
Translation: <|im_end|>
",":// According to the total revenue, American Express ranked 86th in the 2018 Fortune 500 list of the largest US corporations."
"खनन तथा प्राकृतिक गैस निष्कर्षण में निवेश में वृद्धि हुई, साथ ही बैंकिंग क्षेत्र के निवेश में भी।","बँकिंगाच्या मळार गुंतवणूक वाडली, तशीच खणकाम आनी सैमीक गॅस उत्खननांनीय गुंतवणूक वाडली, .","बँकिंग क्षेत्रातील गुंतवणूक जशी वाढली, तशी खाणकाम आणि नैसर्गिक वायू उपशातील गुंतवणूक वाढली.","Investment in mining and natural gas extraction increased, as did investment in the banking sector.",564,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.खनन तथा प्राकृतिक गैस निष्कर्षण में निवेश में वृद्धि हुई, साथ ही बैंकिंग क्षेत्र के निवेश में भी।
Source: बँकिंग क्षेत्रातील गुंतवणूक जशी वाढली, तशी खाणकाम आणि नैसर्गिक वायू उपशातील गुंतवणूक वाढली.
Translation: <|im_end|>
","://Investment in mining and natural gas extraction has increased, as has investment in the banking sector."
1913 से 1929 के बीच इसका कृषिक आयात 30 लाख डॉलर (20 लाख डॉलर केलों से) से बढ़ कर 2.5 करोड़ डॉलर (2.10 करोड़ केलों से) हो गया।,"1913 आनी 1929 मजगतीं, ताची शेतकी निर्गत $ 30 लाखां वयल्यान ($ 20 लाख केळ्यांचे) $ 250 लाखांचेर ($ 210 लाख केळ्यांचे) पावली.","१९१३ ते १९२९ दरम्यान, त्याची कृषी निर्यात ३० लाख डॉलरपासून (केळांमधून २० लाख) २ कोटी ५० लाख डॉलरपर्यंत (केळांमधून २ कोटी १० लाख डॉलर) वाढली.","Between 1913 and 1929, its agricultural exports rose from $3 million ($2 million from bananas) to $25 million ($21 million from bananas).",565,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.1913 से 1929 के बीच इसका कृषिक आयात 30 लाख डॉलर (20 लाख डॉलर केलों से) से बढ़ कर 2.5 करोड़ डॉलर (2.10 करोड़ केलों से) हो गया।
Source: १९१३ ते १९२९ दरम्यान, त्याची कृषी निर्यात ३० लाख डॉलरपासून (केळांमधून २० लाख) २ कोटी ५० लाख डॉलरपर्यंत (केळांमधून २ कोटी १० लाख डॉलर) वाढली.
Translation: <|im_end|>
","Between 1913 and 1929, its agricultural exports increased from 30 lakh dollars (20 lakh from sugarcane) to 2.5 crores dollars (2.10 crores from sugarcane)."
"अलबत्ता व्यापार चक्र की आर्थिक अस्थिरता ने पोलैण्ड की बेरोजगारी दर को अवश्य प्रभावित किया, जो कि 2013 की शुरुआत में लगभग 11 प्रतिशत तक पहुँच गया था।","पूण, उद्येगीक परिक्रमेंतल्या अर्थीक चडउतारांचो पोलंडाच्या बेरोजगारीच्या प्रमाणाचेर परिणाम जालोच, आनी तो 2013 चे सुरवेक बद्द 11 % चेर पाविल्लो.","मात्र, व्यापारचक्राच्या आर्थिक चढउतारांचा परिणाम पोलंडच्या बेरोजगारीच्या प्रमाणावर झाला, जो २०१३ च्या प्रारंभी जवळजवळ ११% वर जाऊन पोहोचला होता.","However, the economic fluctuations of the business cycle did affect Poland's unemployment rate, which by early 2013 had reached almost 11%.",566,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.अलबत्ता व्यापार चक्र की आर्थिक अस्थिरता ने पोलैण्ड की बेरोजगारी दर को अवश्य प्रभावित किया, जो कि 2013 की शुरुआत में लगभग 11 प्रतिशत तक पहुँच गया था।
Source: मात्र, व्यापारचक्राच्या आर्थिक चढउतारांचा परिणाम पोलंडच्या बेरोजगारीच्या प्रमाणावर झाला, जो २०१३ च्या प्रारंभी जवळजवळ ११% वर जाऊन पोहोचला होता.
Translation: <|im_end|>
","://The economic instability of the business cycle has certainly affected Poland's unemployment rate, which reached almost 11 percent in the beginning of 2013."
"इस प्रकार वूलविच बर्कले समूह की कंपनियों से जुड़ गया, और अधिग्रहण के बाद वूलविच नाम कायम रखा गया।","अशे तरेन बर्कले ग्रुप ऑफ कंपनीजांत वूलविच समाविश्ट जाली, आनी संपादना उपरांत लेगीत वूलविच हें नांव तशेंच दवरलें.",वूलविच अशाप्रकारे बार्कलेज कंपनी समूहाला जाऊन मिळाले आणि वूलविच हे नाव ताबा मिळवल्यानंतरही तसेच ठेवण्यात आले.,"Woolwich thus joined the Barclays group of companies, and the Woolwich name was retained after the acquisition.",573,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.इस प्रकार वूलविच बर्कले समूह की कंपनियों से जुड़ गया, और अधिग्रहण के बाद वूलविच नाम कायम रखा गया।
Source: वूलविच अशाप्रकारे बार्कलेज कंपनी समूहाला जाऊन मिळाले आणि वूलविच हे नाव ताबा मिळवल्यानंतरही तसेच ठेवण्यात आले.
Translation: <|im_end|>
","://Thus, Woolwich became part of the Barclays group of companies, and the Woolwich name was retained after the acquisition."
"अक्टूबर 2012 में गिरते हुए बिक्री राजस्व के कारण, खर्चे कम करने के लिए इसने अपने जनबल के अतिरिक्त 15 प्रतिशत को हटाने की घोषणा की।","ऑक्टोबर 2012 त, विक्रेची येणावळ देंवता ते फाटभुंयेर तांणी खर्च कमी करपाक अतिरिक्त 15% मनीसबळ उणें करुन कामगारांक काडून उडोवपाची येवजण जाहीर केली.","ऑक्टोबर २०१२ मध्ये, विक्रीच्या घसरत्या महसुलामुळे, खर्च कमी करण्यासाठी, त्यांनी आपल्या कामगारसंख्येत आणखी १५ % तात्पुरती कपात करण्याचे बेत जाहीर केले.","In October 2012, it announced plans to lay off an additional 15% of its workforce to reduce costs in the face of declining sales revenue.",574,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.अक्टूबर 2012 में गिरते हुए बिक्री राजस्व के कारण, खर्चे कम करने के लिए इसने अपने जनबल के अतिरिक्त 15 प्रतिशत को हटाने की घोषणा की।
Source: ऑक्टोबर २०१२ मध्ये, विक्रीच्या घसरत्या महसुलामुळे, खर्च कमी करण्यासाठी, त्यांनी आपल्या कामगारसंख्येत आणखी १५ % तात्पुरती कपात करण्याचे बेत जाहीर केले.
Translation: <|im_end|>
",":// In October 2012, due to falling sales revenue, it announced that it would reduce its workforce by an additional 15 percent to cut costs."
"2015 की जनवरी से मार्च की अवधि के दौरान चीन के 7 प्रतिशत की तुलना में भारत का सकल घरेलू उत्पाद विकास 7.5 प्रतिशत था, जो इसे सबसे तेजी से बढ़ने वाली अर्थव्यवस्था बनाता है।","2015 वर्सा जानेवारी-मार्च ह्या कालावधींत चीनाच्या 7% चे तुलनेन भारताचो जी.डी.पी. 7.5% चेर पाविल्लो, तातूंतल्यान ती नेटान-वाडपी म्हत्वपूर्ण अर्थवेवस्था जाल्ली.","जानेवारी ते मार्च २०१५ या कालावधीत, चीनच्या ७ टक्क्यांच्या तुलनेत भारताचा जी. डी. पी. विकास ७.५ टक्के होता, ज्यामुळे ती सर्वांत वेगाने विकसित होणारी प्रमुख अर्थव्यवस्था बनली.","India's GDP growth during the January-March period of 2015 was at 7.5% compared to China's 7%, making it the fastest-growing MAJOR economy.",577,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.2015 की जनवरी से मार्च की अवधि के दौरान चीन के 7 प्रतिशत की तुलना में भारत का सकल घरेलू उत्पाद विकास 7.5 प्रतिशत था, जो इसे सबसे तेजी से बढ़ने वाली अर्थव्यवस्था बनाता है।
Source: जानेवारी ते मार्च २०१५ या कालावधीत, चीनच्या ७ टक्क्यांच्या तुलनेत भारताचा जी. डी. पी. विकास ७.५ टक्के होता, ज्यामुळे ती सर्वांत वेगाने विकसित होणारी प्रमुख अर्थव्यवस्था बनली.
Translation: <|im_end|>
",":// During the period from January to March 2015, India's GDP growth was 7.5 percent compared to 7 percent in China, making it the fastest growing economy."
बी.सी.आई. न्यूरोमॉड्युलेशन से इस प्रकार से भिन्न है कि इसमें द्विदिश सूचना प्रवाह हो सकता है।,बी.सी.आय. न्यूरोमॉड्युलेशना पसून वेगळें आसा तातूंत तें दोन दिकांनी म्हायती पातळपाक मान्यताय दिता.,"बी. सी. आय. हे चेतापरिवर्तनापेक्षा वेगळे असते, ज्यात ते द्विदिशिक माहिती प्रवाहास संमती देते.",BCI differs from neuromodulation in that it allows for bidirectional information flow.,592,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.बी.सी.आई. न्यूरोमॉड्युलेशन से इस प्रकार से भिन्न है कि इसमें द्विदिश सूचना प्रवाह हो सकता है।
Source: बी. सी. आय. हे चेतापरिवर्तनापेक्षा वेगळे असते, ज्यात ते द्विदिशिक माहिती प्रवाहास संमती देते.
Translation: <|im_end|>
",://BCI is different from neuro-modulation in that it allows bidirectional information flow.
"कार्बन क्लस्टर का पता पहली बार एरिक ए. रोह्लफिंग, डोनल्ड एम. कॉक्स और ऐन्ड्रू काल्डर ने 1984 में लगाया था, उन प्रयोगों में जिनमें काले सीसे को लेज़र से वाष्पित किया गया और इस वाष्प का हीलियम के वातावरण में द्रुतशीतन किया गया।","ग्राफायटाचें लेजरान बाष्पीभवन करपाच्या आनी हिलियमाच्या वातावरणांत ते बाष्प थंड करपाच्या प्रयोगांवेळार 1984 वर्सा एरिक ए. ह्रोलफिंग, डोनाल्ड एस. कॉक्स आनी अँड्र्यू काल्दोरान कार्बनाचे घोंस पयलीं सोदून काडिल्ले.","ज्यात लेसरने ग्रॅफाईटची वाफ करण्यात आली आणि हेलियमयुक्त वातावरणाने ती वाफ थंड करण्यात आली, अशा प्रयोगांमध्ये कार्बनचे पुंजके सर्वप्रथम एरिक ए. रोह्लफिंग, डोनाल्ड एम. कॉक्स आणि अॅड्र्यू काल्डोर यांनी १९८४ साली शोधून काढले.","Carbon clusters were first detected by Eric A. Rohlfing, Donald M. Cox, and Andrew Kaldor in 1984, in experiments where graphite was vaporised by a laser and the vapour was quenched by a helium atmosphere.",600,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.कार्बन क्लस्टर का पता पहली बार एरिक ए. रोह्लफिंग, डोनल्ड एम. कॉक्स और ऐन्ड्रू काल्डर ने 1984 में लगाया था, उन प्रयोगों में जिनमें काले सीसे को लेज़र से वाष्पित किया गया और इस वाष्प का हीलियम के वातावरण में द्रुतशीतन किया गया।
Source: ज्यात लेसरने ग्रॅफाईटची वाफ करण्यात आली आणि हेलियमयुक्त वातावरणाने ती वाफ थंड करण्यात आली, अशा प्रयोगांमध्ये कार्बनचे पुंजके सर्वप्रथम एरिक ए. रोह्लफिंग, डोनाल्ड एम. कॉक्स आणि अॅड्र्यू काल्डोर यांनी १९८४ साली शोधून काढले.
Translation: <|im_end|>
","The carbon cluster was first discovered by Eric A. Rohlfing, Donald M. Cox, and Andrew Calder in 1984, in experiments where graphite was vaporized by a laser and the vapor was cooled in a helium atmosphere."
मेन्स फिल्टर संधारित्र आम तौर पर प्लास्टिक पन्नी में लिपटे और डब्बा बंद होते हैं क्योंकि यह कम लागत पर उच्च वोल्टता क्षमता देते हैं और इन्हें स्व-उपचार और गलनीय बनाया जा सकता है।,मुखेल फिल्टर कॅपॅसिटर चड करून घायांक वापरपाच्या प्लास्टिक फिल्मांत गुठलावन डबयेंत भरतात कारण ते उण्या खर्चांत उच्च दाबाची वीज दितात आनी स्वयं-उपचारी जावंक आनी कडोवपाक शकतात.,"मुख्य फिल्टर कपॅसिटर सहसा प्लास्टिक फितीसारख्या दिसणाऱ्या घटकात भरले जातात, कारण ते विद्युतदाब उच्च दराने आणि कमी किमतीत देतात आणि ते स्वयंदुरुस्ती करणारे आणि वितळणशील करता येतात.",Mains filter capacitors are usually encapsulated in wound plastic film types since these deliver high voltage ratings at a low cost and may be made self-healing and fusible.,612,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.मेन्स फिल्टर संधारित्र आम तौर पर प्लास्टिक पन्नी में लिपटे और डब्बा बंद होते हैं क्योंकि यह कम लागत पर उच्च वोल्टता क्षमता देते हैं और इन्हें स्व-उपचार और गलनीय बनाया जा सकता है।
Source: मुख्य फिल्टर कपॅसिटर सहसा प्लास्टिक फितीसारख्या दिसणाऱ्या घटकात भरले जातात, कारण ते विद्युतदाब उच्च दराने आणि कमी किमतीत देतात आणि ते स्वयंदुरुस्ती करणारे आणि वितळणशील करता येतात.
Translation: <|im_end|>
",Men's filters are usually wrapped in plastic film and sealed because they provide high voltage capacity at low cost and can be made self-repairing and fusible.
"यह डी.ई.पी.एम, बी.टेक (इलेक्ट्रॉनिक्स इंजीनियरिंग), एम.टेक (इलेक्ट्रॉनिक डिज़ाइन टेक्नोलॉजी), पीएच. डी. तथा छोटी अवधि के पाठ्यक्रम उपलब्ध कराता है।","ते डी.इ.पी.एम., बी.टी.इ.सी.एच. (इलॅक्ट्रॉनिक्स अभियांत्रिकी), एम.टॅक (इलॅक्ट्रॉनिक्स डिझायन तंत्रगिन्यान), पी.एच.डी., आनी अल्पकाळी पाठ्यक्रम दितात.","तिथे डी.इ.पी.एम., बी.टेक (इलेक्ट्रॉनिक्स इंजिनीरिंग), एम.टेक (इलेक्ट्रॉनिक्स डिझाईन टेक्नॉलोजी), पीएच.डी. आणि अल्प मुदतीचे पाठ्यक्रम आहेत.","It offers DEPM, B.TECH (Electronics Engineering), M.Tech (Electronics Design Technology), Ph.D., and short-term courses.",614,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.यह डी.ई.पी.एम, बी.टेक (इलेक्ट्रॉनिक्स इंजीनियरिंग), एम.टेक (इलेक्ट्रॉनिक डिज़ाइन टेक्नोलॉजी), पीएच. डी. तथा छोटी अवधि के पाठ्यक्रम उपलब्ध कराता है।
Source: तिथे डी.इ.पी.एम., बी.टेक (इलेक्ट्रॉनिक्स इंजिनीरिंग), एम.टेक (इलेक्ट्रॉनिक्स डिझाईन टेक्नॉलोजी), पीएच.डी. आणि अल्प मुदतीचे पाठ्यक्रम आहेत.
Translation: <|im_end|>
",":// This provides D.E.P.M, B.Tech (Electronics Engineering), M.Tech (Electronics Design Technology), Ph.D. and short term courses."
"बेटा (अनुवाद: पुत्र) 1992 की एक भारतीय हिन्दी ड्रामा फिल्म है, जिसका निर्देशन इन्द्र कुमार ने किया और नौशीर खटाउ एवं कमलेश पांडे ने इसे लिखा था।",इंद्र कुमारान दिग्दर्शीत केल्लो आनी नौशीर खटाव आनी कमलेश पांडेन बरयल्लो बेटा (अणकार: चेडो) हो 1992 तलो नाट्यपूर्ण हिंदी सिनेमा.,"बेटा (भाषांतर: मुलगा) हा इंद्रकुमार दिग्दर्शित आणि नौशीर खटाव व कमलेश पांडे यांनी लिहिलेला, १९९२ मधील नाट्यमय असा भारतीय हिंदी चित्रपट आहे.","Beta (Translation: Son) is a 1992 Indian Hindi drama film, directed by Indra Kumar and written by Naushir Khatau and Kamlesh Pandey.",642,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.बेटा (अनुवाद: पुत्र) 1992 की एक भारतीय हिन्दी ड्रामा फिल्म है, जिसका निर्देशन इन्द्र कुमार ने किया और नौशीर खटाउ एवं कमलेश पांडे ने इसे लिखा था।
Source: बेटा (भाषांतर: मुलगा) हा इंद्रकुमार दिग्दर्शित आणि नौशीर खटाव व कमलेश पांडे यांनी लिहिलेला, १९९२ मधील नाट्यमय असा भारतीय हिंदी चित्रपट आहे.
Translation: <|im_end|>
",://Betā (translation: son) is a 1992 Indian Hindi drama film directed by Indra Kumar and written by Nauheed Shikawat and Kamlesh Pandey.
"फिल्म को इसकी सफलता के बाद पूर्वी एशियाई बाजारों में प्रदर्शित किया गया; इसे ताइवान में 17 दिसंबर, 2010 को रिलीज़ किया गया था, जिसके पश्चात 1 सितंबर, 2011 को हांगकांग में।","ताचे यशा उपरांत हो चित्रपट पूर्व आशियाई बाजारांनी प्रदर्शीत केलो; 17 डिसेंबर, 2010 दिसा तो तैवानांत प्रदर्शीत जालो आनी ते उपरांत 1 सप्टेंबर, 2011 दिसा हाँग काँगांत प्रदर्शीत जालो.","त्याच्या यशानंतर हा चित्रपट पूर्व आशियाई बाजारांमध्ये दाखवला गेला; तो डिसेंबर १७, २०१० रोजी तैवानमध्ये आणि त्यानंतर सप्टेंबर १, २०११ रोजी हाँगकाँगमध्ये प्रदर्शित झाला.","Following its success, the film was screened in the East Asian markets; it was released in Taiwan on December 17, 2010, followed by Hong Kong on September 1, 2011.",646,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.फिल्म को इसकी सफलता के बाद पूर्वी एशियाई बाजारों में प्रदर्शित किया गया; इसे ताइवान में 17 दिसंबर, 2010 को रिलीज़ किया गया था, जिसके पश्चात 1 सितंबर, 2011 को हांगकांग में।
Source: त्याच्या यशानंतर हा चित्रपट पूर्व आशियाई बाजारांमध्ये दाखवला गेला; तो डिसेंबर १७, २०१० रोजी तैवानमध्ये आणि त्यानंतर सप्टेंबर १, २०११ रोजी हाँगकाँगमध्ये प्रदर्शित झाला.
Translation: <|im_end|>
","
After its success, the film was screened in the East Asian markets; it was released in Taiwan on December 17, 2010, and then in Hong Kong on September 1, 2011."
"बेल्जियम, बुल्गारिया, हंगरी, यूनाइटेड किंगडम, अल्बानिया, साइप्रस, सर्बिया और मॉन्टेनेग्रो, स्वीडन, और जर्मनी से 12 अंकों के दस सेटों के साथ गीत को 230 अंक मिले और यह विभिन्न देशों में भी, विशेष रूप से ग्रीस में, ज़बर्दस्त रूप से सफल रहा।","ह्या गिताक 230 गूण मेळ्ळे आनी तातूंतले 12 गुणांचे 10 संच बेल्जियम, बल्गेरिया, हंगेरी, द युनायटेड किंगडम, टर्की, अल्बेनिया, सायप्रस, सर्बिया आनी माँटेनॅग्रो, स्विडन आनी जर्मनीन दिल्ले आनी खासा करून, ग्रिस सारकेल्ल्या, वेगवेगळ्या देशांनी तें गाजलें.","या गाण्याला २३० गुण मिळाले, ज्यात बेल्जियम, बल्गेरिया, द युनायटेड किंगडम, टर्की, अल्बेनिया, सायप्रस, सर्बिया आणि मॉंटेनिग्रो, स्वीडन आणि जर्मनी येथून १२ गुणांचे १० संच होते, आणि वेगवेगळ्या देशांमध्ये, विशेषत: ग्रीसमध्ये दणकून प्रसिद्ध झाले.","The song received 230 points with 10 sets of 12 points from Belgium, Bulgaria, Hungary, the United Kingdom, Turkey, Albania, Cyprus, Serbia & Montenegro, Sweden, and Germany and also became a smash hit in different countries, especially in Greece.",647,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.बेल्जियम, बुल्गारिया, हंगरी, यूनाइटेड किंगडम, अल्बानिया, साइप्रस, सर्बिया और मॉन्टेनेग्रो, स्वीडन, और जर्मनी से 12 अंकों के दस सेटों के साथ गीत को 230 अंक मिले और यह विभिन्न देशों में भी, विशेष रूप से ग्रीस में, ज़बर्दस्त रूप से सफल रहा।
Source: या गाण्याला २३० गुण मिळाले, ज्यात बेल्जियम, बल्गेरिया, द युनायटेड किंगडम, टर्की, अल्बेनिया, सायप्रस, सर्बिया आणि मॉंटेनिग्रो, स्वीडन आणि जर्मनी येथून १२ गुणांचे १० संच होते, आणि वेगवेगळ्या देशांमध्ये, विशेषत: ग्रीसमध्ये दणकून प्रसिद्ध झाले.
Translation: <|im_end|>
","The song received 230 points, including 12 sets of 10 points from Belgium, Bulgaria, the United Kingdom, Turkey, Albania, Cyprus, Serbia and Montenegro, Sweden, and Germany, and was very popular in various countries, especially in Greece."
"इस फिल्म का पहला सार्वजनिक प्रदर्शन 2016 में सिडनी फिल्म समारोह और 2016 के कान फिल्म समारोह में डायरेक्टर्स फोर्टनाइट खंड में किया गया, जहां लोगों ने इसे सराहा था।",दिग्दर्शकांच्या पंद्रस विभागांत 2016 वर्साचो सिडनी चित्रपट महोत्सव आनी 2016 च्या कान चित्रपट महोत्सवांत ह्या सिनेमाचो प्रिमियर जालो आनी ताका सकारात्मक प्रतिसाद मेळ्ळो.,"या चित्रपटाचा शुभारंभी खेळ २०१६ च्या सिडनी चित्रपट महोत्सवात आणि २०१६ च्या कान्स चित्रपट महोत्सवात 'दिग्दर्शकाचा पंधरवडा' या विभागात झाला, ज्याला सकारात्मक प्रतिसाद लाभला.","The film premiered at the 2016 Sydney Film Festival and the 2016 Cannes Film Festival, in the Director's Fortnight section to a positive response.",654,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.इस फिल्म का पहला सार्वजनिक प्रदर्शन 2016 में सिडनी फिल्म समारोह और 2016 के कान फिल्म समारोह में डायरेक्टर्स फोर्टनाइट खंड में किया गया, जहां लोगों ने इसे सराहा था।
Source: या चित्रपटाचा शुभारंभी खेळ २०१६ च्या सिडनी चित्रपट महोत्सवात आणि २०१६ च्या कान्स चित्रपट महोत्सवात 'दिग्दर्शकाचा पंधरवडा' या विभागात झाला, ज्याला सकारात्मक प्रतिसाद लाभला.
Translation: <|im_end|>
","
The first public screening of this film was held at the 2016 Sydney Film Festival and in the Directors' Fortnight section of the 2016 Cannes Film Festival, where it received positive feedback."
रेडियो 4 के पुरालेखागार से कई हास्यप्रद एवं नाटक के कार्यक्रम बी.बी.सी. के रेडियो 4 एक्सट्रा में प्रसारित किए जाते हैं।,रेडिओ 4 च्या संग्रहांतल्यो खुबशो विनोदी आनी नाटकांच्यो कार्यावळी बी.बी.सी. रेडिओ 4 एक्सट्रा वेल्यान वितरायतात.,"'रेडिओ ४' च्या पुराभिलेख विभागातील अनेक विनोदी सुखांतिका आणि नाटकांचे कार्यक्रम, 'बीबीसी रेडिओ ४ एक्स्ट्रा' वर प्रसारित केले जातात.",Many comedy and drama programmes from the Radio 4 archives are broadcast on BBC Radio 4 Extra.,661,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.रेडियो 4 के पुरालेखागार से कई हास्यप्रद एवं नाटक के कार्यक्रम बी.बी.सी. के रेडियो 4 एक्सट्रा में प्रसारित किए जाते हैं।
Source: 'रेडिओ ४' च्या पुराभिलेख विभागातील अनेक विनोदी सुखांतिका आणि नाटकांचे कार्यक्रम, 'बीबीसी रेडिओ ४ एक्स्ट्रा' वर प्रसारित केले जातात.
Translation: <|im_end|>
",:// Many humorous and dramatic programs from the Radio 4 archive are broadcast on BBC Radio 4 Extra.
नेहा के ससुराल वाले सोचते हैं कि निकिता की मृत्यु हो चुकी है और निकिता को एहसास होता है कि उसकी समस्याओं से बाहर निकलने का एक तरीका है नेहा का भेष लेना।,"निकिता संवसाराक अंतरलें अशें नेहाच्या मांय-मांवाक दिसता, आनी आपल्या समस्यांतल्यान भायर सरपाक नेहाचें सवंग घेवप होच उपाय हें निकिताक होलमता.","नेहाच्या सासरच्या मंडळींना वाटते की, निकिता मरण पावली आहे, आणि निकिताला कळून चुकते की, तिच्या समस्यांतून बाहेर पडण्याचा मार्ग, आपण नेहाचे सोंग घेऊन आपण तीच असल्याचे भासवणे हा आहे.","Neha's in-laws think Nikita has died, and Nikita realizes that a way out of her problems is to impersonate Neha.",663,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.नेहा के ससुराल वाले सोचते हैं कि निकिता की मृत्यु हो चुकी है और निकिता को एहसास होता है कि उसकी समस्याओं से बाहर निकलने का एक तरीका है नेहा का भेष लेना।
Source: नेहाच्या सासरच्या मंडळींना वाटते की, निकिता मरण पावली आहे, आणि निकिताला कळून चुकते की, तिच्या समस्यांतून बाहेर पडण्याचा मार्ग, आपण नेहाचे सोंग घेऊन आपण तीच असल्याचे भासवणे हा आहे.
Translation: <|im_end|>
","
Neha's in-laws think that Nikita has died, and Nikita realizes that there is a way to escape her problems by taking on Neha's appearance."
सभी महाद्वीपीय पर्पटी अंत में बैसाल्ट के पिघलन के भिन्नात्मक पृथक्करण और पहले से मौजूद महाद्वीपीय पर्पटी के समावेश (पुनःपिघलन) के माध्यम से प्रावरक-प्राप्त पिघलन (मुख्य रूप से बैसाल्ट) से व्युत्पन्न होते हैं।,खंडीय कट्टें हें निमणें तयार जाता तें वितळिल्ल्या काळ्या खडपाचो अंशात्मक फरक आनी पयलींच आशिल्लें खंडीय कट्टें एकरूप (परत कडयिल्लें) जावन तातूंतल्यान तयार जाल्ल्या आच्छादीत-निर्मणेच्या वितळावणेंतल्यान (मुखेलपणान काळें खडप).,"सर्व खंडीय कवच हे सरतेशेवटी, अग्नीजन्य खडकांच्या द्रवणांतील अंशीय फरक आणि आधीच अस्तित्वात असलेल्या खंडीय कवचाचे सात्मीकरण (पुन्हा वितळणे) याद्वारे, प्रावरणातून आलेल्या द्रवणांमधून (मुख्यत्वे अग्नीजन्य खडक) तयार होते.",All continental crust is ultimately derived from mantle-derived melts (mainly basalt) through fractional differentiation of basaltic melt and the assimilation (remelting) of pre-existing continental crust.,674,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.सभी महाद्वीपीय पर्पटी अंत में बैसाल्ट के पिघलन के भिन्नात्मक पृथक्करण और पहले से मौजूद महाद्वीपीय पर्पटी के समावेश (पुनःपिघलन) के माध्यम से प्रावरक-प्राप्त पिघलन (मुख्य रूप से बैसाल्ट) से व्युत्पन्न होते हैं।
Source: सर्व खंडीय कवच हे सरतेशेवटी, अग्नीजन्य खडकांच्या द्रवणांतील अंशीय फरक आणि आधीच अस्तित्वात असलेल्या खंडीय कवचाचे सात्मीकरण (पुन्हा वितळणे) याद्वारे, प्रावरणातून आलेल्या द्रवणांमधून (मुख्यत्वे अग्नीजन्य खडक) तयार होते.
Translation: <|im_end|>
",All continental crust is derived from the differentiation of melted basaltic material at the end of the continental crust and the incorporation (remelting) of previously existing continental crust through the addition of overlying melted material (mainly basaltic).
